Designator Footprint               Mid X         Mid Y         Ref X         Ref Y         Pad X         Pad Y TB      Rotation Comment        

C164       C0402                  20.2mm        22.2mm        20.2mm        22.2mm        20.7mm        22.2mm  B        180.00 220n           
C163       C0402                  28.9mm        12.9mm        28.9mm        12.9mm        28.9mm        13.4mm  B        270.00 220n           
C162       C0402                  32.1mm        17.8mm        32.1mm        17.8mm        31.6mm        17.8mm  B        360.00 220n           
C161       C0402                  31.9mm        15.1mm        31.9mm        15.1mm        31.9mm        15.6mm  B        270.00 220n           
C160       C0402                  29.9mm        27.1mm        29.9mm        27.1mm        29.9mm        26.6mm  B         90.00 220n           
C159       C0402                  29.9mm        24.7mm        29.9mm        24.7mm        29.9mm        24.2mm  B         90.00 220n           
C158       C0402                  32.1mm        16.6mm        32.1mm        16.6mm        31.6mm        16.6mm  B        360.00 220n           
C157       C0402                  30.9mm        24.1mm        30.9mm        24.1mm        30.9mm        23.6mm  B         90.00 220n           
C156       C0805                  27.5mm        29.5mm        27.5mm        29.5mm       28.45mm        29.5mm  B        180.00 22u            
C155       C0402                  27.2mm        27.1mm        27.2mm        27.1mm        27.2mm        26.6mm  B         90.00 220n           
C154       C0402                  20.2mm        23.2mm        20.2mm        23.2mm        20.7mm        23.2mm  B        180.00 220n           
C153       C0402                  17.4mm        24.9mm        17.4mm        24.9mm        17.4mm        24.4mm  B         90.00 220n           
C152       C0402                  20.1mm        25.4mm        20.1mm        25.4mm        20.6mm        25.4mm  B        180.00 220n           
C151       C0603                  17.5mm        12.2mm        17.5mm        12.2mm       18.25mm        12.2mm  B        180.00 22u            
C150       C0402                  19.1mm        13.9mm        19.1mm        13.9mm        19.1mm        14.4mm  B        270.00 220n           
C149       C0402                  25.1mm        13.9mm        25.1mm        13.9mm        25.1mm        14.4mm  B        270.00 220n           
C148       C0805                  16.8mm        28.9mm        16.8mm        28.9mm        16.8mm       27.95mm  B         90.00 22u            
C147       C0805                    31mm        10.4mm          31mm        10.4mm       30.05mm        10.4mm  B        360.00 22u            
C146       C0402                  25.2mm        27.1mm        25.2mm        27.1mm        25.2mm        26.6mm  B         90.00 220n           
C145       C0402                  27.9mm        12.9mm        27.9mm        12.9mm        27.9mm        13.4mm  B        270.00 220n           
C144       C0402                  26.2mm        27.1mm        26.2mm        27.1mm        26.2mm        26.6mm  B         90.00 220n           
C143       C0402                    21mm        15.4mm          21mm        15.4mm        21.5mm        15.4mm  B        180.00 220n           
C142       C0402                  20.7mm        18.5mm        20.7mm        18.5mm        20.7mm          19mm  B        270.00 220n           
C141       C0805                  14.7mm        15.8mm        14.7mm        15.8mm        14.7mm       16.75mm  B        270.00 22u            
C140       C0402                  18.3mm          18mm        18.3mm          18mm        18.3mm        17.5mm  B         90.00 220n           
C139       C0402                    21mm          17mm          21mm          17mm        20.5mm          17mm  B        360.00 10n            
C138       C0402                  26.9mm        19.1mm        26.9mm        19.1mm        26.9mm        19.6mm  B        270.00 220n           
C137       C0805                  14.8mm        19.8mm        14.8mm        19.8mm        14.8mm       18.85mm  B         90.00 22u            
C136       C0402                  23.4mm        16.4mm        23.4mm        16.4mm        22.9mm        16.4mm  B        360.00 220n           
C134       C0402                  23.9mm        24.9mm        23.9mm        24.9mm        23.9mm        24.4mm  B         90.00 220n           
C133       C0402                  25.3mm        24.9mm        25.3mm        24.9mm        25.3mm        24.4mm  B         90.00 220n           
C132       C0402                  21.2mm        27.5mm        21.2mm        27.5mm        21.7mm        27.5mm  B        180.00 220n           
C131       C0402                  22.9mm        25.7mm        22.9mm        25.7mm        22.9mm        25.2mm  B         90.00 220n           
C130       C0402                  26.7mm        25.1mm        26.7mm        25.1mm        26.7mm        24.6mm  B         90.00 220n           
C129       C0603                  28.5mm          27mm        28.5mm          27mm        28.5mm       26.25mm  B         90.00 22u            
C128       C0603                  16.2mm        25.7mm        16.2mm        25.7mm        16.2mm       26.45mm  B        270.00 22u            
C127       C0603                  20.6mm        28.8mm        20.6mm        28.8mm       19.85mm        28.8mm  B        360.00 22u            
C126       C0402                  22.1mm        22.8mm        22.1mm        22.8mm        22.1mm        23.3mm  B        270.00 220n           
C125       C0402                  21.2mm        26.5mm        21.2mm        26.5mm        20.7mm        26.5mm  B        360.00 220n           
C124       C0402                  25.3mm        22.9mm        25.3mm        22.9mm        25.3mm        23.4mm  B        270.00 220n           
C123       C0402                  23.7mm        22.9mm        23.7mm        22.9mm        23.7mm        23.4mm  B        270.00 220n           
C122       C0402                  21.9mm        24.9mm        21.9mm        24.9mm        21.9mm        24.4mm  B         90.00 220n           
C121       C0402                  28.2mm        23.6mm        28.2mm        23.6mm        28.7mm        23.6mm  B        180.00 220n           
C120       C0402                  26.7mm        23.1mm        26.7mm        23.1mm        26.7mm        22.6mm  B         90.00 220n           
C119       C0402                  28.2mm          25mm        28.2mm          25mm        27.7mm          25mm  B        360.00 220n           
C117       C0402                  30.3mm          21mm        30.3mm          21mm        29.8mm          21mm  B        360.00 220n           
C116       C0402                  27.1mm        17.1mm        27.1mm        17.1mm        27.1mm        17.6mm  B        270.00 220n           
C115       C0402                  28.3mm        17.1mm        28.3mm        17.1mm        28.3mm        17.6mm  B        270.00 220n           
C114       C0402                  29.9mm        22.5mm        29.9mm        22.5mm        29.9mm          22mm  B         90.00 220n           
C113       C0402                  28.2mm        22.6mm        28.2mm        22.6mm        28.7mm        22.6mm  B        180.00 220n           
C112       C0402                  30.4mm        19.6mm        30.4mm        19.6mm        29.9mm        19.6mm  B        360.00 220n           
C110       C0402                  30.3mm        14.8mm        30.3mm        14.8mm        29.8mm        14.8mm  B        360.00 220n           
C109       C0402                  28.7mm        15.1mm        28.7mm        15.1mm        28.7mm        15.6mm  B        270.00 220n           
C108       C0402                  27.7mm        15.1mm        27.7mm        15.1mm        27.7mm        15.6mm  B        270.00 220n           
C107       C0402                  26.7mm        15.1mm        26.7mm        15.1mm        26.7mm        15.6mm  B        270.00 220n           
C106       C0603                  30.1mm        16.7mm        30.1mm        16.7mm        30.1mm       17.45mm  B        270.00 22u            
C105       C0402                  28.3mm        19.1mm        28.3mm        19.1mm        28.3mm        18.6mm  B         90.00 220n           
C104       C0402                  23.9mm        18.9mm        23.9mm        18.9mm        23.9mm        19.4mm  B        270.00 220n           
C103       C0402                  21.9mm        18.8mm        21.9mm        18.8mm        21.9mm        19.3mm  B        270.00 220n           
C102       C0402                  29.8mm        18.6mm        29.8mm        18.6mm        29.3mm        18.6mm  B        360.00 220n           
C101       C0603                  17.4mm        19.8mm        17.4mm        19.8mm       18.15mm        19.8mm  B        180.00 22u            
C100       C0402                  23.4mm        17.4mm        23.4mm        17.4mm        22.9mm        17.4mm  B        360.00 220n           
C99        C0402                  25.3mm        18.9mm        25.3mm        18.9mm        25.3mm        19.4mm  B        270.00 220n           
C98        C0402                  20.2mm        20.2mm        20.2mm        20.2mm        20.7mm        20.2mm  B        180.00 220n           
C97        C0402                  28.3mm        21.1mm        28.3mm        21.1mm        28.3mm        20.6mm  B         90.00 220n           
C96        C0603                  30.1mm        12.9mm        30.1mm        12.9mm        30.1mm       13.65mm  B        270.00 22u            
C95        C0402                  26.9mm        21.1mm        26.9mm        21.1mm        26.9mm        20.6mm  B         90.00 220n           
C94        C0402                  25.3mm        20.9mm        25.3mm        20.9mm        25.3mm        21.4mm  B        270.00 220n           
C93        C0402                  23.7mm        20.9mm        23.7mm        20.9mm        23.7mm        20.4mm  B         90.00 220n           
C92        C0402                  22.1mm        20.8mm        22.1mm        20.8mm        22.1mm        20.3mm  B         90.00 220n           
C91        C0402                  25.6mm        17.4mm        25.6mm        17.4mm        25.1mm        17.4mm  B        360.00 220n           
C90        C0402                  25.5mm        15.9mm        25.5mm        15.9mm        25.5mm        16.4mm  B        270.00 220n           
C89        C0402                   5.9mm         7.3mm         5.9mm         7.3mm         5.9mm         6.8mm  B         90.00 100n           
C88        C0402                  61.4mm         7.3mm        61.4mm         7.3mm        61.4mm         7.8mm  B        270.00 100n           
C87        C0402                    66mm         7.3mm          66mm         7.3mm          66mm         7.8mm  B        270.00 100n           
C86        C0402                  13.9mm        20.7mm        13.9mm        20.7mm        13.9mm        20.2mm  T         90.00 18p            
C85        C0402                  15.1mm        20.7mm        15.1mm        20.7mm        15.1mm        20.2mm  T         90.00 18p            
C84        C0402                  14.2mm          12mm        14.2mm          12mm        14.2mm        12.5mm  T        270.00 18p            
C83        C0402                  14.2mm        15.3mm        14.2mm        15.3mm        14.2mm        14.8mm  T         90.00 18p            
C82        C0402                  16.8mm        17.4mm        16.8mm        17.4mm        17.3mm        17.4mm  B        180.00 220n           
C81        C0402                    19mm        15.4mm          19mm        15.4mm        19.5mm        15.4mm  B        180.00 220n           
C80        C0603                  16.6mm        14.6mm        16.6mm        14.6mm        16.6mm       15.35mm  B        270.00 10u            
C79        C0402                  18.6mm        16.4mm        18.6mm        16.4mm        19.1mm        16.4mm  B        180.00 220n           
C77        C0402                  31.3mm        12.9mm        31.3mm        12.9mm        31.3mm        13.4mm  B        270.00 220n           
C76        C0402                  26.7mm        12.9mm        26.7mm        12.9mm        26.7mm        13.4mm  B        270.00 220n           
C75        C0402                  23.9mm        13.9mm        23.9mm        13.9mm        23.9mm        14.4mm  B        270.00 220n           
C74        C0402                  23.2mm        30.2mm        23.2mm        30.2mm        22.7mm        30.2mm  B        360.00 100n           
C73        C0402                  19.7mm        18.7mm        19.7mm        18.7mm        19.7mm        19.2mm  B        270.00 220n           
C72        C0402                    18mm         2.3mm          18mm         2.3mm        17.5mm         2.3mm  T        360.00 10n            
C71        C0402                    18mm         1.3mm          18mm         1.3mm        17.5mm         1.3mm  T        360.00 10n            
C70        C0402                  20.2mm         7.9mm        20.2mm         7.9mm        20.2mm         8.4mm  T        270.00 10n            
C69        C0402                  19.2mm         7.9mm        19.2mm         7.9mm        19.2mm         8.4mm  T        270.00 10n            
C68        C0402                  20.2mm        21.2mm        20.2mm        21.2mm        20.7mm        21.2mm  B        180.00 220n           
C67        C0402                  17.3mm         5.3mm        17.3mm         5.3mm        16.8mm         5.3mm  T        360.00 100n           
C66        C0402                  17.3mm         4.3mm        17.3mm         4.3mm        16.8mm         4.3mm  T        360.00 100n           
C65        C0402                  14.3mm         9.6mm        14.3mm         9.6mm        14.3mm        10.1mm  T        270.00 100n           
C64        C0402                  20.3mm        13.7mm        20.3mm        13.7mm        20.3mm        14.2mm  B        270.00 220n           
C63        C0402                  15.3mm         9.6mm        15.3mm         9.6mm        15.3mm        10.1mm  T        270.00 100n           
C62        C0402                  23.4mm        15.4mm        23.4mm        15.4mm        22.9mm        15.4mm  B        360.00 220n           
C61        C0402                  21.5mm        13.7mm        21.5mm        13.7mm        21.5mm        14.2mm  B        270.00 220n           
C17        C0603                  38.6mm          29mm        38.6mm          29mm        38.6mm       28.25mm  T         90.00 22u            
C12        C0603                  38.6mm        11.1mm        38.6mm        11.1mm        38.6mm       11.85mm  T        270.00 22u            
C16        C0603                  59.6mm        38.1mm        59.6mm        38.1mm       58.85mm        38.1mm  T        360.00 22u            
C54        C0402                  54.8mm        24.1mm        54.8mm        24.1mm        54.3mm        24.1mm  B        360.00 220n           
C53        C0402                  43.9mm        24.1mm        43.9mm        24.1mm        44.4mm        24.1mm  B        180.00 220n           
C52        C0402                  46.1mm        24.1mm        46.1mm        24.1mm        46.6mm        24.1mm  B        180.00 220n           
C51        C0402                  41.7mm        24.1mm        41.7mm        24.1mm        42.2mm        24.1mm  B        180.00 220n           
C46        C0402                  39.5mm        15.9mm        39.5mm        15.9mm          40mm        15.9mm  B        180.00 220n           
C45        C0402                  43.9mm        15.9mm        43.9mm        15.9mm        44.4mm        15.9mm  B        180.00 220n           
C44        C0402                  46.1mm        15.9mm        46.1mm        15.9mm        46.6mm        15.9mm  B        180.00 220n           
C43        C0402                  41.7mm        15.9mm        41.7mm        15.9mm        42.2mm        15.9mm  B        180.00 220n           
C42        C0402                  54.8mm        15.9mm        54.8mm        15.9mm        54.3mm        15.9mm  B        360.00 220n           
C41        C0402                    57mm         2.1mm          57mm         2.1mm        56.5mm         2.1mm  B        360.00 220n           
C15        C0603                    41mm        38.1mm          41mm        38.1mm       41.75mm        38.1mm  T        180.00 22u            
C60        C0402                  39.5mm        24.1mm        39.5mm        24.1mm          40mm        24.1mm  B        180.00 220n           
C59        C0402                  48.1mm        37.9mm        48.1mm        37.9mm        48.6mm        37.9mm  B        180.00 220n           
C58        C0402                  54.8mm        37.9mm        54.8mm        37.9mm        54.3mm        37.9mm  B        360.00 220n           
C57        C0402                  43.7mm        37.9mm        43.7mm        37.9mm        44.2mm        37.9mm  B        180.00 220n           
C56        C0402                  45.9mm        37.9mm        45.9mm        37.9mm        46.4mm        37.9mm  B        180.00 220n           
C55        C0402                    57mm        37.9mm          57mm        37.9mm        56.5mm        37.9mm  B        360.00 220n           
C33        C0402                  46.1mm        24.1mm        46.1mm        24.1mm        46.6mm        24.1mm  T        180.00 220n           
C32        C0402                  54.8mm        24.1mm        54.8mm        24.1mm        54.3mm        24.1mm  T        360.00 220n           
C31        C0402                  43.9mm        24.1mm        43.9mm        24.1mm        44.4mm        24.1mm  T        180.00 220n           
C50        C0402                  54.8mm         2.1mm        54.8mm         2.1mm        54.3mm         2.1mm  B        360.00 220n           
C49        C0402                  45.9mm         2.1mm        45.9mm         2.1mm        46.4mm         2.1mm  B        180.00 220n           
C48        C0402                  48.1mm         2.1mm        48.1mm         2.1mm        48.6mm         2.1mm  B        180.00 220n           
C47        C0402                  43.7mm         2.1mm        43.7mm         2.1mm        43.2mm         2.1mm  B        360.00 220n           
C26        C0402                  39.5mm        15.9mm        39.5mm        15.9mm          40mm        15.9mm  T        180.00 220n           
C25        C0402                  43.9mm        15.9mm        43.9mm        15.9mm        44.4mm        15.9mm  T        180.00 220n           
C24        C0402                  41.7mm        15.9mm        41.7mm        15.9mm        42.2mm        15.9mm  T        180.00 220n           
C23        C0402                  46.1mm        15.9mm        46.1mm        15.9mm        46.6mm        15.9mm  T        180.00 220n           
C22        C0402                  54.8mm        15.9mm        54.8mm        15.9mm        54.3mm        15.9mm  T        360.00 220n           
C21        C0402                    57mm         2.1mm          57mm         2.1mm        56.5mm         2.1mm  T        360.00 220n           
C13        C0603                  59.6mm         1.9mm        59.6mm         1.9mm       58.85mm         1.9mm  T        360.00 22u            
C14        C0603                    41mm         1.9mm          41mm         1.9mm       41.75mm         1.9mm  T        180.00 22u            
C40        C0402                  41.7mm        24.1mm        41.7mm        24.1mm        42.2mm        24.1mm  T        180.00 220n           
C39        C0402                  39.5mm        24.1mm        39.5mm        24.1mm          40mm        24.1mm  T        180.00 220n           
C38        C0402                  54.8mm        37.9mm        54.8mm        37.9mm        54.3mm        37.9mm  T        360.00 220n           
C37        C0402                  45.9mm        37.9mm        45.9mm        37.9mm        46.4mm        37.9mm  T        180.00 220n           
C35        C0402                    57mm        37.9mm          57mm        37.9mm        56.5mm        37.9mm  T        360.00 220n           
C34        C0402                  48.1mm        37.9mm        48.1mm        37.9mm        48.6mm        37.9mm  T        180.00 220n           
C30        C0402                  54.8mm         2.1mm        54.8mm         2.1mm        54.3mm         2.1mm  T        360.00 220n           
C29        C0402                  48.1mm         2.1mm        48.1mm         2.1mm        48.6mm         2.1mm  T        180.00 220n           
C28        C0402                  45.9mm         2.1mm        45.9mm         2.1mm        46.4mm         2.1mm  T        180.00 220n           
C27        C0402                  43.7mm         2.1mm        43.7mm         2.1mm        43.2mm         2.1mm  T        360.00 220n           
C11        C0402                  50.5mm        24.1mm        50.5mm        24.1mm          51mm        24.1mm  B        180.00 220n           
C9         C0402                  50.5mm        24.1mm        50.5mm        24.1mm          51mm        24.1mm  T        180.00 220n           
C8         C0402                  50.4mm        37.9mm        50.4mm        37.9mm        50.9mm        37.9mm  T        180.00 220n           
C7         C0402                  35.2mm        11.7mm        35.2mm        11.7mm        34.7mm        11.7mm  B        360.00 100n           
C5         C0402                  50.5mm        15.9mm        50.5mm        15.9mm          51mm        15.9mm  B        180.00 220n           
C3         C0402                  50.5mm        15.9mm        50.5mm        15.9mm          51mm        15.9mm  T        180.00 220n           
C2         C1206                  36.7mm        35.4mm        36.7mm        35.4mm       35.15mm        35.4mm  T        360.00 10uF           
C1         C0402                  24.2mm         9.8mm        24.2mm         9.8mm        23.7mm         9.8mm  B        360.00 1u             
J2         QSH-030-01-L-D-A          28mm         4.8mm          28mm         4.8mm       35.25mm        1.93mm  B         90.00 QSH-030-01-L-D-A
C36        C0402                  43.7mm        37.9mm        43.7mm        37.9mm        44.2mm        37.9mm  T        180.00 220n           
C239       C0402                  33.9mm        36.9mm        33.9mm        36.9mm        33.9mm        37.4mm  T        270.00 100n           
C240       C0402                  33.9mm        34.9mm        33.9mm        34.9mm        33.9mm        34.4mm  T         90.00 100n           
C241       C1206                  36.7mm        32.8mm        36.7mm        32.8mm       35.15mm        32.8mm  T        360.00 10uF           
C118       C0603                  32.9mm        21.2mm        32.9mm        21.2mm       32.15mm        21.2mm  B        360.00 22u            
C135       C0603                  22.9mm        28.3mm        22.9mm        28.3mm        22.9mm       27.55mm  B         90.00 22u            
R159       R0402                    32mm        28.4mm          32mm        28.4mm        31.5mm        28.4mm  B        360.00 22R            
R160       R0402               32.7125mm      8.1725mm     32.7125mm      8.1725mm     32.2125mm      8.1725mm  T        360.00 22R            
R161       R0402                  23.4mm         1.4mm        23.4mm         1.4mm        22.9mm         1.4mm  T        360.00 22R            
R100       R0402                  29.2mm        37.3mm        29.2mm        37.3mm        28.7mm        37.3mm  T        360.00 10k            
R33        R0402                    35mm         4.6mm          35mm         4.6mm          35mm         5.1mm  T        270.00 10k            
U10        WSON8_6X5MM            25.3mm         6.4mm        25.3mm         6.4mm       22.55mm       8.305mm  T        360.00 SST25VF016B-75-4I-QAF-ND
R104       R0402                  13.4mm         5.2mm        13.4mm         5.2mm        13.4mm         4.7mm  B         90.00 10k            
R119       R0402                  7.25mm          26mm        7.25mm          26mm        6.75mm          26mm  B        360.00 14K            
U1         PBGA624                26.5mm          20mm        26.5mm          20mm        17.7mm        10.4mm  T         90.00 MCIMX6Q5EYM10AC
R143       R0402                  22.3mm        32.9mm        22.3mm        32.9mm        21.8mm        32.9mm  T        360.00 100k           
R144       R0402                  26.1mm        35.2mm        26.1mm        35.2mm        26.1mm        35.7mm  T        270.00 100k           
C243       C0402                    33mm        12.6mm          33mm        12.6mm        32.5mm        12.6mm  B        360.00 4u7            
R162       R0402                    11mm        25.2mm          11mm        25.2mm          11mm        25.7mm  T        270.00 1k             
C111       C0603                  17.4mm        21.2mm        17.4mm        21.2mm       18.15mm        21.2mm  B        180.00 22u            
C6         C0402                  52.6mm         2.1mm        52.6mm         2.1mm        53.1mm         2.1mm  B        180.00 220n           
C4         C0402                  52.6mm         2.1mm        52.6mm         2.1mm        53.1mm         2.1mm  T        180.00 220n           
R37        R0402                  15.3mm        15.3mm        15.3mm        15.3mm        15.3mm        14.8mm  T         90.00 2M2            
R107       R0402                     6mm         2.2mm           6mm         2.2mm           6mm         1.7mm  B         90.00 0R             
R108       R0402                   4.8mm        24.3mm         4.8mm        24.3mm         4.8mm        24.8mm  B        270.00 0R             
R163       R0402                  66.2mm        24.4mm        66.2mm        24.4mm        66.2mm        24.9mm  B        270.00 0R             
R164       R0402                  64.9mm        15.5mm        64.9mm        15.5mm        64.9mm          15mm  B         90.00 0R             
R165       R0402                  14.8mm         5.2mm        14.8mm         5.2mm        14.8mm         4.7mm  B         90.00 10k            
U6         DBV_SOT_23_6           63.7mm         7.4mm        63.7mm         7.4mm       64.65mm        6.05mm  B         90.00 TPS3808G09DBVRG4

